Path    Replication     ModificationTime        AccessTime      PreferredBlockSize      BlocksCount     FileSize        NSQUOTA DSQUOTA Permission      UserName        GroupName
/       0       2022-09-24 05:12        1970-01-01 00:00        0       0       0       9223372036854775807     -1      drwxr-xr-x      ec2-user        supergroup
/user   0       2022-09-24 05:12        1970-01-01 00:00        0       0       0       -1      -1      drwxr-xr-x      ec2-user        supergroup
/user/john      0       2022-09-24 05:12        1970-01-01 00:00        0       0       0       -1      -1      drwxr-xr-x      ec2-user        supergroup
/user/john/hello.txt    1       2022-09-24 05:12        2022-09-24 05:12        134217728       0       0       0       0       -rw-r--r--      ec2-user        supergroup
